model,audio,duration,duration_after_vad,time,wer,wil,wip,mer
tiny,common_voice_it_23606167.mp3,5.538,4.722,1.9451022148132324,0.7272727272727273,0.9181818181818182,0.0818181818181818,0.7272727272727273
tiny,common_voice_it_40457039.mp3,6.084,5.684,1.4109160900115967,0.1,0.18999999999999995,0.81,0.1
tiny,common_voice_it_40283173.mp3,5.58,5.468,1.8841326236724854,0.0,0.0,1.0,0.0
tiny,common_voice_it_20045040.mp3,7.776,7.568,2.195932388305664,0.4166666666666667,0.5897435897435898,0.41025641025641024,0.38461538461538464
tiny,common_voice_it_26970935.mp3,4.536,4.328,1.8650848865509033,0.4444444444444444,0.6527777777777778,0.3472222222222222,0.4444444444444444
tiny,common_voice_it_17544185.mp3,3.168,2.64,2.604748249053955,1.0,1.0,0.0,1.0
tiny,common_voice_it_20042813.mp3,6.648,6.024,1.5173430442810059,0.3076923076923077,0.5207100591715976,0.4792899408284023,0.3076923076923077
tiny,common_voice_it_21916542.mp3,3.576,2.696,3.5474424362182617,1.0,1.0,0.0,1.0
tiny,common_voice_it_20268831.mp3,5.76,5.232,2.1710541248321533,0.125,0.234375,0.765625,0.125
tiny,common_voice_it_20069601.mp3,5.616,5.408,10.086189031600952,0.9090909090909091,0.8961038961038961,0.10389610389610389,0.7142857142857143
tiny,common_voice_it_20001185.mp3,9.96,5.28,2.219254970550537,0.23076923076923078,0.3589743589743589,0.6410256410256411,0.23076923076923078
tiny,common_voice_it_19997999.mp3,2.592,2.096,3.1165201663970947,1.0,0.8333333333333334,0.16666666666666666,0.6666666666666666
tiny,common_voice_it_40258742.mp3,3.42,3.18,1.5561718940734863,0.25,0.4375,0.5625,0.25
tiny,common_voice_it_20033266.mp3,6.552,6.184,2.249913215637207,0.9285714285714286,0.8949579831932774,0.10504201680672269,0.7222222222222222
tiny,common_voice_it_40677466.mp3,6.264,5.992,1.9324753284454346,0.6923076923076923,0.8153846153846154,0.18461538461538463,0.6
